"","id","year","male","birthdate","birthyear","mono_index","sampyearsum","sociality","inno_count","domain_index","domain","age","logsampeff","MainGroup","groups","group","rank","max_group","avg_age","avg_rnk","avg_elo","rank_class","inno_count_ND","sociality.s","sociality.c","logage","logage.c","group_index","year_index","age_cat","adult.f","adult.m","adult","rankhi","rankmid","ranklo","innobinom","groupsize.c","innovator","innovatoryear"
"2374","MZ",2010,1,2005-04-10,2005,141,805,47.3,0,4,"social",6,6.69084227741856,"AA","AA","AA",9,31,5.2,8.6,997.9,"high",0,-0.326135326062085,-4.63371647509579,1.79175946922805,-0.20615617796982,1,4,2,0,0,0,1,0,0,0,4.6309067688378,1,1
"2375","MZ",2010,1,2005-04-10,2005,141,805,47.3,0,1,"foraging",6,6.69084227741856,"AA","AA","AA",9,31,5.2,8.6,997.9,"high",0,-0.326135326062085,-4.63371647509579,1.79175946922805,-0.20615617796982,1,4,2,0,0,0,1,0,0,0,4.6309067688378,1,1
"2376","MZ",2010,1,2005-04-10,2005,141,805,47.3,0,3,"self-directed",6,6.69084227741856,"AA","AA","AA",9,31,5.2,8.6,997.9,"high",0,-0.326135326062085,-4.63371647509579,1.79175946922805,-0.20615617796982,1,4,2,0,0,0,1,0,0,0,4.6309067688378,1,1
"2377","MZ",2011,1,2005-04-10,2005,141,797,49.2,0,3,"self-directed",7,6.68085467879022,"AA","AA","AA",11,33,6.2,9.9,1037.9,"high",0,-0.19240743769249,-2.73371647509578,1.94591014905531,-0.0520054981425622,1,5,2,0,0,0,1,0,0,0,6.6309067688378,1,1
"2378","MZ",2011,1,2005-04-10,2005,141,797,49.2,0,4,"social",7,6.68085467879022,"AA","AA","AA",11,33,6.2,9.9,1037.9,"high",0,-0.19240743769249,-2.73371647509578,1.94591014905531,-0.0520054981425622,1,5,2,0,0,0,1,0,0,0,6.6309067688378,1,1
"2379","MZ",2011,1,2005-04-10,2005,141,797,49.2,0,1,"foraging",7,6.68085467879022,"AA","AA","AA",11,33,6.2,9.9,1037.9,"high",0,-0.19240743769249,-2.73371647509578,1.94591014905531,-0.0520054981425622,1,5,2,0,0,0,1,0,0,0,6.6309067688378,1,1
"2380","MZ",2011,1,2005-04-10,2005,141,797,49.2,0,2,"investigative",7,6.68085467879022,"AA","AA","AA",11,33,6.2,9.9,1037.9,"high",0,-0.19240743769249,-2.73371647509578,1.94591014905531,-0.0520054981425622,1,5,2,0,0,0,1,0,0,0,6.6309067688378,1,1
"2381","NAO",2008,0,2007-04-01,2007,142,29,60.7,0,1,"foraging",2,3.36729582998647,"NM","NM","NM",11,13,1.4,10.4,0,"low",0,0.616998202439267,8.76628352490422,0.693147180559945,-1.30476846663793,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"2382","NAO",2008,0,2007-04-01,2007,142,29,60.7,0,4,"social",2,3.36729582998647,"NM","NM","NM",11,13,1.4,10.4,0,"low",0,0.616998202439267,8.76628352490422,0.693147180559945,-1.30476846663793,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"2383","NAO",2008,0,2007-04-01,2007,142,29,60.7,0,3,"self-directed",2,3.36729582998647,"NM","NM","NM",11,13,1.4,10.4,0,"low",0,0.616998202439267,8.76628352490422,0.693147180559945,-1.30476846663793,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"2384","NAO",2008,0,2007-04-01,2007,142,29,60.7,0,2,"investigative",2,3.36729582998647,"NM","NM","NM",11,13,1.4,10.4,0,"low",0,0.616998202439267,8.76628352490422,0.693147180559945,-1.30476846663793,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"2385","NAO",2009,0,2007-04-01,2007,142,136,36.8,0,2,"investigative",3,4.91265488573605,"NM","NM","NM",11,15,2.3,11.7,0,"low",0,-1.06515786705195,-15.1337164750958,1.09861228866811,-0.899303358529766,7,3,1,0,0,0,0,0,1,0,-11.3690932311622,1,1
"2386","NAO",2009,0,2007-04-01,2007,142,136,36.8,0,3,"self-directed",3,4.91265488573605,"NM","NM","NM",11,15,2.3,11.7,0,"low",0,-1.06515786705195,-15.1337164750958,1.09861228866811,-0.899303358529766,7,3,1,0,0,0,0,0,1,0,-11.3690932311622,1,1
"2387","NAO",2009,0,2007-04-01,2007,142,136,36.8,0,1,"foraging",3,4.91265488573605,"NM","NM","NM",11,15,2.3,11.7,0,"low",0,-1.06515786705195,-15.1337164750958,1.09861228866811,-0.899303358529766,7,3,1,0,0,0,0,0,1,0,-11.3690932311622,1,1
"2388","NAO",2009,0,2007-04-01,2007,142,136,36.8,0,4,"social",3,4.91265488573605,"NM","NM","NM",11,15,2.3,11.7,0,"low",0,-1.06515786705195,-15.1337164750958,1.09861228866811,-0.899303358529766,7,3,1,0,0,0,0,0,1,0,-11.3690932311622,1,1
"2389","NAO",2010,0,2007-04-01,2007,142,161,41,0,4,"social",4,5.08140436498446,"NM","NM","NM",14,21,3.3,12.4,626,"mid",0,-0.769548850656003,-10.9337164750958,1.38629436111989,-0.611621286077985,7,4,1,0,0,0,0,1,0,0,-5.3690932311622,1,1
"2390","NAO",2010,0,2007-04-01,2007,142,161,41,0,2,"investigative",4,5.08140436498446,"NM","NM","NM",14,21,3.3,12.4,626,"mid",0,-0.769548850656003,-10.9337164750958,1.38629436111989,-0.611621286077985,7,4,1,0,0,0,0,1,0,0,-5.3690932311622,1,1
"2391","NAO",2010,0,2007-04-01,2007,142,161,41,0,3,"self-directed",4,5.08140436498446,"NM","NM","NM",14,21,3.3,12.4,626,"mid",0,-0.769548850656003,-10.9337164750958,1.38629436111989,-0.611621286077985,7,4,1,0,0,0,0,1,0,0,-5.3690932311622,1,1
"2392","NAO",2010,0,2007-04-01,2007,142,161,41,0,1,"foraging",4,5.08140436498446,"NM","NM","NM",14,21,3.3,12.4,626,"mid",0,-0.769548850656003,-10.9337164750958,1.38629436111989,-0.611621286077985,7,4,1,0,0,0,0,1,0,0,-5.3690932311622,1,1
"2393","NAO",2011,0,2007-04-01,2007,142,796,55.6,0,1,"foraging",5,6.67959918584438,"NM","M:BJ-JY-NA-TP,NM","NM",16,30,4.3,8.6,810.5,"mid",2,0.258044396815618,3.66628352490422,1.6094379124341,-0.388477734763775,7,5,2,0,0,0,0,1,0,0,3.6309067688378,1,1
"2394","NAO",2011,0,2007-04-01,2007,142,796,55.6,0,3,"self-directed",5,6.67959918584438,"NM","M:BJ-JY-NA-TP,NM","NM",16,30,4.3,8.6,810.5,"mid",2,0.258044396815618,3.66628352490422,1.6094379124341,-0.388477734763775,7,5,2,0,0,0,0,1,0,0,3.6309067688378,1,1
"2395","NAO",2011,0,2007-04-01,2007,142,796,55.6,2,4,"social",5,6.67959918584438,"NM","M:BJ-JY-NA-TP,NM","NM",16,30,4.3,8.6,810.5,"mid",2,0.258044396815618,3.66628352490422,1.6094379124341,-0.388477734763775,7,5,2,0,0,0,0,1,0,1,3.6309067688378,1,1
"2396","NAO",2011,0,2007-04-01,2007,142,796,55.6,0,2,"investigative",5,6.67959918584438,"NM","M:BJ-JY-NA-TP,NM","NM",16,30,4.3,8.6,810.5,"mid",2,0.258044396815618,3.66628352490422,1.6094379124341,-0.388477734763775,7,5,2,0,0,0,0,1,0,0,3.6309067688378,1,1
"2401","NE",2008,0,2007-12-26,2007,143,363,94.9,0,1,"foraging",2,5.89440283426485,"AA","AA","AA",22,28,0.5,19.2,0,"low",0,3.02410019309197,42.9662835249042,0.693147180559945,-1.30476846663793,1,2,1,0,0,0,0,0,1,0,1.6309067688378,1,1
"2402","NE",2008,0,2007-12-26,2007,143,363,94.9,0,3,"self-directed",2,5.89440283426485,"AA","AA","AA",22,28,0.5,19.2,0,"low",0,3.02410019309197,42.9662835249042,0.693147180559945,-1.30476846663793,1,2,1,0,0,0,0,0,1,0,1.6309067688378,1,1
"2403","NE",2008,0,2007-12-26,2007,143,363,94.9,0,4,"social",2,5.89440283426485,"AA","AA","AA",22,28,0.5,19.2,0,"low",0,3.02410019309197,42.9662835249042,0.693147180559945,-1.30476846663793,1,2,1,0,0,0,0,0,1,0,1.6309067688378,1,1
"2404","NE",2008,0,2007-12-26,2007,143,363,94.9,0,2,"investigative",2,5.89440283426485,"AA","AA","AA",22,28,0.5,19.2,0,"low",0,3.02410019309197,42.9662835249042,0.693147180559945,-1.30476846663793,1,2,1,0,0,0,0,0,1,0,1.6309067688378,1,1
"2405","NE",2009,0,2007-12-26,2007,143,503,70.2,0,4,"social",3,6.22059017009974,"AA","AA","AA",25,30,1.5,20.2,0,"low",1,1.28563764428724,18.2662835249042,1.09861228866811,-0.899303358529766,1,3,1,0,0,0,0,0,1,0,3.6309067688378,1,1
"2406","NE",2009,0,2007-12-26,2007,143,503,70.2,0,1,"foraging",3,6.22059017009974,"AA","AA","AA",25,30,1.5,20.2,0,"low",1,1.28563764428724,18.2662835249042,1.09861228866811,-0.899303358529766,1,3,1,0,0,0,0,0,1,0,3.6309067688378,1,1
"2407","NE",2009,0,2007-12-26,2007,143,503,70.2,1,2,"investigative",3,6.22059017009974,"AA","AA","AA",25,30,1.5,20.2,0,"low",1,1.28563764428724,18.2662835249042,1.09861228866811,-0.899303358529766,1,3,1,0,0,0,0,0,1,1,3.6309067688378,1,1
"2408","NE",2009,0,2007-12-26,2007,143,503,70.2,0,3,"self-directed",3,6.22059017009974,"AA","AA","AA",25,30,1.5,20.2,0,"low",1,1.28563764428724,18.2662835249042,1.09861228866811,-0.899303358529766,1,3,1,0,0,0,0,0,1,0,3.6309067688378,1,1
"2409","NE",2010,0,2007-12-26,2007,143,185,46.4,0,3,"self-directed",4,5.22035582507832,"AA","AA","AA",22,31,2.5,21.7,12.2,"low",0,-0.389480115289787,-5.53371647509579,1.38629436111989,-0.611621286077985,1,4,1,0,0,0,0,0,1,0,4.6309067688378,1,1
"2410","NE",2010,0,2007-12-26,2007,143,185,46.4,0,4,"social",4,5.22035582507832,"AA","AA","AA",22,31,2.5,21.7,12.2,"low",0,-0.389480115289787,-5.53371647509579,1.38629436111989,-0.611621286077985,1,4,1,0,0,0,0,0,1,0,4.6309067688378,1,1
"2411","NE",2010,0,2007-12-26,2007,143,185,46.4,0,2,"investigative",4,5.22035582507832,"AA","AA","AA",22,31,2.5,21.7,12.2,"low",0,-0.389480115289787,-5.53371647509579,1.38629436111989,-0.611621286077985,1,4,1,0,0,0,0,0,1,0,4.6309067688378,1,1
"2412","NE",2010,0,2007-12-26,2007,143,185,46.4,0,1,"foraging",4,5.22035582507832,"AA","AA","AA",22,31,2.5,21.7,12.2,"low",0,-0.389480115289787,-5.53371647509579,1.38629436111989,-0.611621286077985,1,4,1,0,0,0,0,0,1,0,4.6309067688378,1,1
"2413","NE",2011,0,2007-12-26,2007,143,168,57,0,1,"foraging",5,5.12396397940326,"AA","AA","AA",19,33,3.5,18.7,502.9,"mid",1,0.356580735614267,5.06628352490421,1.6094379124341,-0.388477734763775,1,5,2,0,0,0,0,1,0,0,6.6309067688378,1,1
"2414","NE",2011,0,2007-12-26,2007,143,168,57,1,2,"investigative",5,5.12396397940326,"AA","AA","AA",19,33,3.5,18.7,502.9,"mid",1,0.356580735614267,5.06628352490421,1.6094379124341,-0.388477734763775,1,5,2,0,0,0,0,1,0,1,6.6309067688378,1,1
"2415","NE",2011,0,2007-12-26,2007,143,168,57,0,3,"self-directed",5,5.12396397940326,"AA","AA","AA",19,33,3.5,18.7,502.9,"mid",1,0.356580735614267,5.06628352490421,1.6094379124341,-0.388477734763775,1,5,2,0,0,0,0,1,0,0,6.6309067688378,1,1
"2416","NE",2011,0,2007-12-26,2007,143,168,57,0,4,"social",5,5.12396397940326,"AA","AA","AA",19,33,3.5,18.7,502.9,"mid",1,0.356580735614267,5.06628352490421,1.6094379124341,-0.388477734763775,1,5,2,0,0,0,0,1,0,0,6.6309067688378,1,1
"2417","NH",2008,1,2006-05-15,2006,144,26,75,0,1,"foraging",3,3.25809653802148,"NM","NM","NM",13,13,2.3,10.6,0,"low",0,1.62347652016832,23.0662835249042,1.09861228866811,-0.899303358529766,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"2418","NH",2008,1,2006-05-15,2006,144,26,75,0,4,"social",3,3.25809653802148,"NM","NM","NM",13,13,2.3,10.6,0,"low",0,1.62347652016832,23.0662835249042,1.09861228866811,-0.899303358529766,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"2419","NH",2008,1,2006-05-15,2006,144,26,75,0,2,"investigative",3,3.25809653802148,"NM","NM","NM",13,13,2.3,10.6,0,"low",0,1.62347652016832,23.0662835249042,1.09861228866811,-0.899303358529766,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"2420","NH",2008,1,2006-05-15,2006,144,26,75,0,3,"self-directed",3,3.25809653802148,"NM","NM","NM",13,13,2.3,10.6,0,"low",0,1.62347652016832,23.0662835249042,1.09861228866811,-0.899303358529766,7,2,1,0,0,0,0,0,1,0,-13.3690932311622,1,1
"2421","NH",2009,1,2006-05-15,2006,144,115,42.2,0,3,"self-directed",4,4.74493212836325,"NM","NM","NM",9,15,3.1,8,595.2,"mid",0,-0.685089131685733,-9.73371647509578,1.38629436111989,-0.611621286077985,7,3,1,0,0,0,0,1,0,0,-11.3690932311622,1,1
"2422","NH",2009,1,2006-05-15,2006,144,115,42.2,0,1,"foraging",4,4.74493212836325,"NM","NM","NM",9,15,3.1,8,595.2,"mid",0,-0.685089131685733,-9.73371647509578,1.38629436111989,-0.611621286077985,7,3,1,0,0,0,0,1,0,0,-11.3690932311622,1,1
"2423","NH",2009,1,2006-05-15,2006,144,115,42.2,0,2,"investigative",4,4.74493212836325,"NM","NM","NM",9,15,3.1,8,595.2,"mid",0,-0.685089131685733,-9.73371647509578,1.38629436111989,-0.611621286077985,7,3,1,0,0,0,0,1,0,0,-11.3690932311622,1,1
"2424","NH",2009,1,2006-05-15,2006,144,115,42.2,0,4,"social",4,4.74493212836325,"NM","NM","NM",9,15,3.1,8,595.2,"mid",0,-0.685089131685733,-9.73371647509578,1.38629436111989,-0.611621286077985,7,3,1,0,0,0,0,1,0,0,-11.3690932311622,1,1
"2425","NH",2010,1,2006-05-15,2006,144,174,47.3,0,2,"investigative",5,5.15905529921453,"NM","NM","NM",13,21,4.1,11.9,816.7,"mid",1,-0.326135326062085,-4.63371647509579,1.6094379124341,-0.388477734763775,7,4,2,0,0,0,0,1,0,0,-5.3690932311622,1,1
"2426","NH",2010,1,2006-05-15,2006,144,174,47.3,0,1,"foraging",5,5.15905529921453,"NM","NM","NM",13,21,4.1,11.9,816.7,"mid",1,-0.326135326062085,-4.63371647509579,1.6094379124341,-0.388477734763775,7,4,2,0,0,0,0,1,0,0,-5.3690932311622,1,1
"2427","NH",2010,1,2006-05-15,2006,144,174,47.3,0,3,"self-directed",5,5.15905529921453,"NM","NM","NM",13,21,4.1,11.9,816.7,"mid",1,-0.326135326062085,-4.63371647509579,1.6094379124341,-0.388477734763775,7,4,2,0,0,0,0,1,0,0,-5.3690932311622,1,1
"2428","NH",2010,1,2006-05-15,2006,144,174,47.3,1,4,"social",5,5.15905529921453,"NM","NM","NM",13,21,4.1,11.9,816.7,"mid",1,-0.326135326062085,-4.63371647509579,1.6094379124341,-0.388477734763775,7,4,2,0,0,0,0,1,0,1,-5.3690932311622,1,1
"2429","NH",2011,1,2006-05-15,2006,144,1149,57.4,0,1,"foraging",6,7.04664727784876,"NM","M:EZ-NH,MK,NM","NM",23,30,4.8,11.4,859.7,"low",4,0.384733975271023,5.46628352490421,1.79175946922805,-0.20615617796982,7,5,2,0,0,0,0,0,1,0,3.6309067688378,1,1
"2431","NH",2011,1,2006-05-15,2006,144,1149,57.4,0,3,"self-directed",6,7.04664727784876,"NM","M:EZ-NH,MK,NM","NM",23,30,4.8,11.4,859.7,"low",4,0.384733975271023,5.46628352490421,1.79175946922805,-0.20615617796982,7,5,2,0,0,0,0,0,1,0,3.6309067688378,1,1
"2433","NH",2011,1,2006-05-15,2006,144,1149,57.4,1,2,"investigative",6,7.04664727784876,"NM","M:EZ-NH,MK,NM","NM",23,30,4.8,11.4,859.7,"low",4,0.384733975271023,5.46628352490421,1.79175946922805,-0.20615617796982,7,5,2,0,0,0,0,0,1,1,3.6309067688378,1,1
"2435","NH",2011,1,2006-05-15,2006,144,1149,57.4,1,4,"social",6,7.04664727784876,"NM","M:EZ-NH,MK,NM","NM",23,30,4.8,11.4,859.7,"low",4,0.384733975271023,5.46628352490421,1.79175946922805,-0.20615617796982,7,5,2,0,0,0,0,0,1,1,3.6309067688378,1,1
"2445","NM",2008,1,1991-05-15,1991,145,147,47.3,0,4,"social",18,4.99043258677874,"NM","CU,NM","NM",1,13,17.1,1.4,1145.9,"high",0,-0.326135326062085,-4.63371647509579,2.89037175789616,0.892456110698289,7,2,3,0,1,1,1,0,0,0,-13.3690932311622,0,0
"2447","NM",2008,1,1991-05-15,1991,145,147,47.3,0,2,"investigative",18,4.99043258677874,"NM","CU,NM","NM",1,13,17.1,1.4,1145.9,"high",0,-0.326135326062085,-4.63371647509579,2.89037175789616,0.892456110698289,7,2,3,0,1,1,1,0,0,0,-13.3690932311622,0,0
"2449","NM",2008,1,1991-05-15,1991,145,147,47.3,0,3,"self-directed",18,4.99043258677874,"NM","CU,NM","NM",1,13,17.1,1.4,1145.9,"high",0,-0.326135326062085,-4.63371647509579,2.89037175789616,0.892456110698289,7,2,3,0,1,1,1,0,0,0,-13.3690932311622,0,0
"2451","NM",2008,1,1991-05-15,1991,145,147,47.3,0,1,"foraging",18,4.99043258677874,"NM","CU,NM","NM",1,13,17.1,1.4,1145.9,"high",0,-0.326135326062085,-4.63371647509579,2.89037175789616,0.892456110698289,7,2,3,0,1,1,1,0,0,0,-13.3690932311622,0,0
"2453","NM",2009,1,1991-05-15,1991,145,514,40.3,0,4,"social",19,6.24222326545517,"NM","NM","NM",1,15,18.1,1,1404.7,"high",0,-0.818817020055328,-11.6337164750958,2.94443897916644,0.946523331968565,7,3,3,0,1,1,1,0,0,0,-11.3690932311622,0,0
"2454","NM",2009,1,1991-05-15,1991,145,514,40.3,0,3,"self-directed",19,6.24222326545517,"NM","NM","NM",1,15,18.1,1,1404.7,"high",0,-0.818817020055328,-11.6337164750958,2.94443897916644,0.946523331968565,7,3,3,0,1,1,1,0,0,0,-11.3690932311622,0,0
"2455","NM",2009,1,1991-05-15,1991,145,514,40.3,0,2,"investigative",19,6.24222326545517,"NM","NM","NM",1,15,18.1,1,1404.7,"high",0,-0.818817020055328,-11.6337164750958,2.94443897916644,0.946523331968565,7,3,3,0,1,1,1,0,0,0,-11.3690932311622,0,0
"2456","NM",2009,1,1991-05-15,1991,145,514,40.3,0,1,"foraging",19,6.24222326545517,"NM","NM","NM",1,15,18.1,1,1404.7,"high",0,-0.818817020055328,-11.6337164750958,2.94443897916644,0.946523331968565,7,3,3,0,1,1,1,0,0,0,-11.3690932311622,0,0
"2457","NM",2010,1,1991-05-15,1991,145,806,38.7,0,3,"self-directed",20,6.69208374250663,"NM","NM","NM",1,21,19.1,1,1517.5,"high",0,-0.931429978682354,-13.2337164750958,2.99573227355399,0.997816626356115,7,4,3,0,1,1,1,0,0,0,-5.3690932311622,0,0
"2458","NM",2010,1,1991-05-15,1991,145,806,38.7,0,1,"foraging",20,6.69208374250663,"NM","NM","NM",1,21,19.1,1,1517.5,"high",0,-0.931429978682354,-13.2337164750958,2.99573227355399,0.997816626356115,7,4,3,0,1,1,1,0,0,0,-5.3690932311622,0,0
"2459","NM",2010,1,1991-05-15,1991,145,806,38.7,0,2,"investigative",20,6.69208374250663,"NM","NM","NM",1,21,19.1,1,1517.5,"high",0,-0.931429978682354,-13.2337164750958,2.99573227355399,0.997816626356115,7,4,3,0,1,1,1,0,0,0,-5.3690932311622,0,0
"2460","NM",2010,1,1991-05-15,1991,145,806,38.7,0,4,"social",20,6.69208374250663,"NM","NM","NM",1,21,19.1,1,1517.5,"high",0,-0.931429978682354,-13.2337164750958,2.99573227355399,0.997816626356115,7,4,3,0,1,1,1,0,0,0,-5.3690932311622,0,0
"2462","NM",2011,1,1991-05-15,1991,145,2453,38.9,0,2,"investigative",21,7.80506704425849,"NM","CU,M:BJ-NM-TP,M:HC-NM,M:NM,M:NM-TP,NM","NM",11,30,19.7,5.3,1266.9,"mid",0,-0.917353358853976,-13.0337164750958,3.04452243772342,1.04660679052555,7,5,3,0,1,1,0,1,0,0,3.6309067688378,0,0
"2464","NM",2011,1,1991-05-15,1991,145,2453,38.9,0,1,"foraging",21,7.80506704425849,"NM","CU,M:BJ-NM-TP,M:HC-NM,M:NM,M:NM-TP,NM","NM",11,30,19.7,5.3,1266.9,"mid",0,-0.917353358853976,-13.0337164750958,3.04452243772342,1.04660679052555,7,5,3,0,1,1,0,1,0,0,3.6309067688378,0,0
"2466","NM",2011,1,1991-05-15,1991,145,2453,38.9,0,4,"social",21,7.80506704425849,"NM","CU,M:BJ-NM-TP,M:HC-NM,M:NM,M:NM-TP,NM","NM",11,30,19.7,5.3,1266.9,"mid",0,-0.917353358853976,-13.0337164750958,3.04452243772342,1.04660679052555,7,5,3,0,1,1,0,1,0,0,3.6309067688378,0,0
"2468","NM",2011,1,1991-05-15,1991,145,2453,38.9,0,3,"self-directed",21,7.80506704425849,"NM","CU,M:BJ-NM-TP,M:HC-NM,M:NM,M:NM-TP,NM","NM",11,30,19.7,5.3,1266.9,"mid",0,-0.917353358853976,-13.0337164750958,3.04452243772342,1.04660679052555,7,5,3,0,1,1,0,1,0,0,3.6309067688378,0,0
"2469","NP",2007,1,1992-05-15,1992,146,845,35.3,0,3,"self-directed",16,6.73933662735717,"FL","FL","FL",6,20,15.1,5.4,1137.2,"high",1,-1.17073251576479,-16.6337164750958,2.77258872223978,0.774673075041906,4,1,3,0,1,1,1,0,0,0,-6.3690932311622,1,1
"2470","NP",2007,1,1992-05-15,1992,146,845,35.3,0,2,"investigative",16,6.73933662735717,"FL","FL","FL",6,20,15.1,5.4,1137.2,"high",1,-1.17073251576479,-16.6337164750958,2.77258872223978,0.774673075041906,4,1,3,0,1,1,1,0,0,0,-6.3690932311622,1,1
"2471","NP",2007,1,1992-05-15,1992,146,845,35.3,0,1,"foraging",16,6.73933662735717,"FL","FL","FL",6,20,15.1,5.4,1137.2,"high",1,-1.17073251576479,-16.6337164750958,2.77258872223978,0.774673075041906,4,1,3,0,1,1,1,0,0,0,-6.3690932311622,1,1
"2472","NP",2007,1,1992-05-15,1992,146,845,35.3,1,4,"social",16,6.73933662735717,"FL","FL","FL",6,20,15.1,5.4,1137.2,"high",1,-1.17073251576479,-16.6337164750958,2.77258872223978,0.774673075041906,4,1,3,0,1,1,1,0,0,1,-6.3690932311622,1,1
"2473","NP",2008,1,1992-05-15,1992,146,808,23.3,0,1,"foraging",17,6.69456205852109,"FL","FL,M:BF-BH-BO-HE-JA-NP-TU,M:HE-NP,M:NP","FL",6,19,16.1,5.7,1107.3,"high",0,-2.01532970546749,-28.6337164750958,2.83321334405622,0.835297696858341,4,2,3,0,1,1,1,0,0,0,-7.3690932311622,1,1
"2474","NP",2008,1,1992-05-15,1992,146,808,23.3,0,4,"social",17,6.69456205852109,"FL","FL,M:BF-BH-BO-HE-JA-NP-TU,M:HE-NP,M:NP","FL",6,19,16.1,5.7,1107.3,"high",0,-2.01532970546749,-28.6337164750958,2.83321334405622,0.835297696858341,4,2,3,0,1,1,1,0,0,0,-7.3690932311622,1,1
"2475","NP",2008,1,1992-05-15,1992,146,808,23.3,0,3,"self-directed",17,6.69456205852109,"FL","FL,M:BF-BH-BO-HE-JA-NP-TU,M:HE-NP,M:NP","FL",6,19,16.1,5.7,1107.3,"high",0,-2.01532970546749,-28.6337164750958,2.83321334405622,0.835297696858341,4,2,3,0,1,1,1,0,0,0,-7.3690932311622,1,1
"2476","NP",2008,1,1992-05-15,1992,146,808,23.3,0,2,"investigative",17,6.69456205852109,"FL","FL,M:BF-BH-BO-HE-JA-NP-TU,M:HE-NP,M:NP","FL",6,19,16.1,5.7,1107.3,"high",0,-2.01532970546749,-28.6337164750958,2.83321334405622,0.835297696858341,4,2,3,0,1,1,1,0,0,0,-7.3690932311622,1,1
"2477","NP",2009,1,1992-05-15,1992,146,733,23.4,0,1,"foraging",18,6.59714570188665,"FL","FL,M:NP","FL",6,17,17.1,5.8,992.1,"mid",0,-2.0082913955533,-28.5337164750958,2.89037175789616,0.892456110698289,4,3,3,0,1,1,0,1,0,0,-9.3690932311622,1,1
"2478","NP",2009,1,1992-05-15,1992,146,733,23.4,0,4,"social",18,6.59714570188665,"FL","FL,M:NP","FL",6,17,17.1,5.8,992.1,"mid",0,-2.0082913955533,-28.5337164750958,2.89037175789616,0.892456110698289,4,3,3,0,1,1,0,1,0,0,-9.3690932311622,1,1
"2479","NP",2009,1,1992-05-15,1992,146,733,23.4,0,2,"investigative",18,6.59714570188665,"FL","FL,M:NP","FL",6,17,17.1,5.8,992.1,"mid",0,-2.0082913955533,-28.5337164750958,2.89037175789616,0.892456110698289,4,3,3,0,1,1,0,1,0,0,-9.3690932311622,1,1
"2480","NP",2009,1,1992-05-15,1992,146,733,23.4,0,3,"self-directed",18,6.59714570188665,"FL","FL,M:NP","FL",6,17,17.1,5.8,992.1,"mid",0,-2.0082913955533,-28.5337164750958,2.89037175789616,0.892456110698289,4,3,3,0,1,1,0,1,0,0,-9.3690932311622,1,1
"2481","NP",2010,1,1992-05-15,1992,146,885,12.1,0,2,"investigative",19,6.78558764500793,"FL","FL,M:DK-DS-GM-HA-NP-SK-SR,M:NP","FL",5,16,18.1,5.5,1021.9,"high",0,-2.80362041585668,-39.8337164750958,2.94443897916644,0.946523331968565,4,4,3,0,1,1,1,0,0,0,-10.3690932311622,1,1
"2482","NP",2010,1,1992-05-15,1992,146,885,12.1,0,3,"self-directed",19,6.78558764500793,"FL","FL,M:DK-DS-GM-HA-NP-SK-SR,M:NP","FL",5,16,18.1,5.5,1021.9,"high",0,-2.80362041585668,-39.8337164750958,2.94443897916644,0.946523331968565,4,4,3,0,1,1,1,0,0,0,-10.3690932311622,1,1
"2483","NP",2010,1,1992-05-15,1992,146,885,12.1,0,1,"foraging",19,6.78558764500793,"FL","FL,M:DK-DS-GM-HA-NP-SK-SR,M:NP","FL",5,16,18.1,5.5,1021.9,"high",0,-2.80362041585668,-39.8337164750958,2.94443897916644,0.946523331968565,4,4,3,0,1,1,1,0,0,0,-10.3690932311622,1,1
"2484","NP",2010,1,1992-05-15,1992,146,885,12.1,0,4,"social",19,6.78558764500793,"FL","FL,M:DK-DS-GM-HA-NP-SK-SR,M:NP","FL",5,16,18.1,5.5,1021.9,"high",0,-2.80362041585668,-39.8337164750958,2.94443897916644,0.946523331968565,4,4,3,0,1,1,1,0,0,0,-10.3690932311622,1,1
"2485","NP",2011,1,1992-05-15,1992,146,626,30,0,1,"foraging",20,6.4393503711001,"FL","FL","FL",6,20,19.1,5.4,1072.7,"high",0,-1.54376294121681,-21.9337164750958,2.99573227355399,0.997816626356115,4,5,3,0,1,1,1,0,0,0,-6.3690932311622,1,1
"2486","NP",2011,1,1992-05-15,1992,146,626,30,0,2,"investigative",20,6.4393503711001,"FL","FL","FL",6,20,19.1,5.4,1072.7,"high",0,-1.54376294121681,-21.9337164750958,2.99573227355399,0.997816626356115,4,5,3,0,1,1,1,0,0,0,-6.3690932311622,1,1
"2487","NP",2011,1,1992-05-15,1992,146,626,30,0,4,"social",20,6.4393503711001,"FL","FL","FL",6,20,19.1,5.4,1072.7,"high",0,-1.54376294121681,-21.9337164750958,2.99573227355399,0.997816626356115,4,5,3,0,1,1,1,0,0,0,-6.3690932311622,1,1
